region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,C1_scaled_loading,C1_raw_weight,C2_scaled_loading,C2_raw_weight,C3_scaled_loading,C3_raw_weight,C4_scaled_loading,C4_raw_weight,C5_scaled_loading,C5_raw_weight,C6_scaled_loading,C6_raw_weight
MYS_02_06,1,102.75,1.75,6,2,True,396.2987106310105,6.958105233273049,634.6605396713366,11.934926923523864,506.32282399714245,5.950567733784586,310.00502474580264,4.588148969163267,532.8974415569047,5.945581337736045,54.43259206621089,0.7354778937393739
MYS_02_07,1,103.25,1.75,7,2,True,435.5601616969425,7.647447138253695,832.976002395693,15.664291532588296,477.11401042902213,5.607290647856564,247.73431265583872,3.666527444741512,485.2287433020372,5.413737683335526,30.114276751684358,0.40689564828866653
MYS_02_08,1,103.75,1.75,8,2,True,469.3153660748435,8.24011185789938,941.7811729550242,17.710395990570902,478.9228922065722,5.628549562188621,201.47050557595747,2.9818119665418337,418.82786750599627,4.672897556971151,8.871127166473519,0.11986417835027532
MYS_02_09,1,104.25,1.75,9,2,True,485.5593985113387,8.525320171915505,944.9627272293436,17.770225797835888,501.06797395764244,5.888810017938259,185.81717918298813,2.750138968941975,366.7935347785079,4.092346153529919,0.7872674196902839,0.01063733622935197
MYS_02_20,1,109.75,1.75,20,2,True,355.54797932764933,6.242614949970992,1260.5743252178509,23.705369268643274,145.06557989343617,1.704885733141477,368.6621696815546,5.45628883009523,638.581208147255,7.124703963105492,539.3073193969319,7.286969006837054
MYS_02_21,1,110.25,1.75,21,2,True,340.200800726863,5.973153352258311,1112.1354303021683,20.91394416390185,153.348130020362,1.8022265465570233,425.78295543117406,6.301690205346522,802.7875978861115,8.956768390954887,656.2483511093719,8.867043378290036
MYS_02_22,1,110.75,1.75,22,2,True,350.38824051333364,6.152021655864517,898.8374922674775,16.90283090845877,189.52312841239365,2.227373839941822,476.9709522239729,7.0592848763070695,973.7013765602296,10.863667718296233,749.1116116908574,10.121785669731237
MYS_02_23,1,111.25,1.75,23,2,True,369.39153157858186,6.485676284212853,801.2287166822593,15.067277047953281,205.56370692440564,2.41589101594287,486.58220198449993,7.201533685716826,1029.6049143666119,11.487388166501002,753.8416783590751,10.18569700186394
MYS_02_24,1,111.75,1.75,24,2,True,393.14526104334425,6.9027378210403265,664.1917098703681,12.490266882857254,229.2312173404424,2.6940438408715637,526.6880461477007,7.795109830831563,1124.1257565089313,12.541965109911715,833.1008242848521,11.256624317509043
MYS_02_25,1,112.25,1.75,25,2,True,422.5120707945503,7.418352298536462,544.1763791790523,10.23335297066544,238.7154928124256,2.8055079521600295,599.1555126882952,8.86764577497872,1217.478053873911,13.583504501481004,947.6288253492369,12.804094496672201
MYS_02_26,1,112.75,1.75,26,2,True,435.77616490592067,7.651239663988643,461.1494679570645,8.672014182163663,281.348160476367,3.306549115194076,668.7230890668503,9.897262646867105,1257.747807083306,14.032797507012253,1000.04435295245,13.512318381986299
MYS_02_27,1,113.25,1.75,27,2,True,431.9668095692749,7.584356036582672,417.49014058725794,7.850991211429282,358.93270656178265,4.218362833034304,735.2335543384576,10.881633538676741,1241.7888502221533,13.854742090183475,986.742133950608,13.332582535461956
