region_id,native_cell_count,longitude_mean,latitude_mean,small_region_lt_4_cells,mean_observed_precipitation_mm,rmse_mm,normalized_rmse_by_mean,mae_mm,maximum_absolute_error_mm,mean_bias_mm,r_squared
MYS_03_30,1,114.75,2.25,True,296.23684015328746,11.205550256802992,0.037826322516148536,8.173637418064436,28.459910426873535,-0.6621708055049899,0.9079250854268721
MYS_04_26,1,112.75,2.75,True,331.5534709832504,12.476697716371126,0.0376310272951461,10.182860410944484,22.44916620462925,0.4304214118082754,0.9767677224260067
MYS_03_04,1,101.75,2.25,True,202.7061477950125,7.566810244170005,0.03732896276940735,6.064326281002102,15.328364063907657,-0.5155574669994643,0.9792153592433555
MYS_09_32,1,115.75,5.25,True,259.8649093392967,9.676729233330207,0.037237537218600125,7.798384313051376,18.224276981270748,0.08024177181935006,0.9683122046422186
MYS_02_29,1,114.25,1.75,True,326.85101170797196,12.08126016775846,0.03696259070647324,9.500463910620434,24.180578838046245,-0.33923312330727146,0.9383330610518661
MYS_10_34,1,116.75,5.75,True,242.30277276258622,8.933741015732142,0.03687015593703348,8.042108705449087,15.834482090594406,-0.14114824757151703,0.9282750477045538
MYS_03_24,1,111.75,2.25,True,307.8621105508955,10.491282947882587,0.03407786339510648,9.615815301978232,15.904270156671316,0.5200656823529286,0.9842399689451755
MYS_12_35,1,117.25,6.75,True,236.39459486388077,8.017791675347999,0.033916983930892125,6.113819266700118,18.129782797992874,0.10931707510153998,0.9906280660133621
MYS_04_25,1,112.25,2.75,True,322.87339312570845,10.945187689883063,0.033899317574370806,9.713607896939214,20.21032881013946,0.5777519369470999,0.985698706768355
MYS_03_27,1,113.25,2.25,True,338.26444637042925,11.464127641500887,0.03389102154988722,9.829033072137575,19.468758095633575,0.07421686152898843,0.969025229432865
MYS_02_24,1,111.75,1.75,True,313.94341745554306,10.574872366305613,0.03368400730301377,6.725043947190244,25.401695781942863,0.13285656249872582,0.9791457110826914
MYS_04_28,1,113.75,2.75,True,322.09352329325696,10.427701114140083,0.03237476186270892,8.26485626938805,22.396070721103854,0.025672077197443837,0.9606392374151607
